-1.4404134399049116,2.791314362733386,0.004904703600882494
1642792567.8749135
1642792567.8793092,-41.62881088256836
1642792567.8863094,-41.62881088256836
1642792567.8933094,-41.62881088256836
1642792567.9003093,-41.62881088256836
1642792567.9063094,-41.62881088256836
1642792567.9143093,-41.62881088256836
1642792567.9213092,-41.62881088256836
1642792567.9283092,-41.62881088256836
1642792567.9353092,-41.626861572265625
1642792567.9423094,-41.62881088256836
1642792567.9493093,-41.62881088256836
1642792567.9573092,-41.62881088256836
1642792567.9643092,-41.62881088256836
1642792567.9703093,-41.626861572265625
1642792567.9773092,-41.62881088256836
1642792567.9843092,-41.62881088256836
1642792567.9913092,-41.62881088256836
1642792567.9993093,-41.62881088256836
1642792568.0063093,-41.62881088256836
1642792568.0133092,-41.62881088256836
1642792568.0203092,-41.62881088256836
1642792568.0273092,-41.62881088256836
1642792568.0333092,-41.62881088256836
1642792568.0413094,-41.62881088256836
1642792568.0483093,-41.62491226196289
1642792568.0553093,-41.62881088256836
1642792568.0623093,-41.62881088256836
1642792568.0693092,-41.62881088256836
1642792568.0763092,-41.62881088256836
1642792568.0843093,-41.62881088256836
1642792568.0913093,-41.626861572265625
1642792568.0983093,-41.62491226196289
1642792568.1043093,-41.62881088256836
1642792568.1113093,-41.62881088256836
1642792568.1183093,-41.62881088256836
1642792568.1263094,-41.62881088256836
1642792568.1333094,-41.626861572265625
1642792568.1543093,-41.62881088256836
1642792568.1613092,-41.62881088256836
1642792568.1693094,-41.62881088256836
1642792568.1753092,-41.62881088256836
1642792568.1823094,-41.62881088256836
1642792568.1893094,-41.62881088256836
1642792568.1963093,-41.62881088256836
1642792568.2033093,-41.62881088256836
1642792568.2103093,-41.62881088256836
1642792568.2183092,-41.62881088256836
1642792568.2253094,-41.62881088256836
1642792568.2323093,-41.62881088256836
1642792568.2393093,-41.62881088256836
1642792568.2453094,-41.62881088256836
1642792568.2523093,-41.62881088256836
1642792568.2603092,-41.62881088256836
1642792568.2673092,-41.62881088256836
1642792568.2743094,-41.62881088256836
1642792568.2813094,-41.62881088256836
1642792568.2883093,-41.62881088256836
1642792568.2953093,-41.62881088256836
1642792568.3033092,-41.62881088256836
1642792568.3093092,-41.62881088256836
1642792568.3163092,-41.62881088256836
1642792568.3233092,-41.626861572265625
1642792568.3303094,-41.62881088256836
1642792568.3373094,-41.62881088256836
1642792568.3453093,-41.62881088256836
1642792568.3523092,-41.62881088256836
1642792568.3593092,-41.62881088256836
1642792568.3663092,-41.62881088256836
1642792568.3723092,-41.62881088256836
1642792568.3793092,-41.622962951660156
1642792568.3873093,-41.62881088256836
1642792568.3943093,-41.62881088256836
1642792568.4013093,-41.62881088256836
1642792568.4083092,-41.622962951660156
1642792568.4153092,-41.62881088256836
1642792568.4223092,-41.62881088256836
1642792568.4303093,-41.626861572265625
1642792568.4373093,-41.62881088256836
1642792568.4433093,-41.626861572265625
1642792568.4503093,-41.62881088256836
1642792568.4573092,-41.62881088256836
1642792568.4643092,-41.62881088256836
1642792568.4723094,-41.62881088256836
1642792568.4793093,-41.62881088256836
1642792568.4863093,-41.62881088256836
1642792568.4933093,-41.62881088256836
1642792568.5003092,-41.626861572265625
1642792568.5073092,-41.62881088256836
1642792568.5143092,-41.62881088256836
1642792568.5213094,-41.62881088256836
1642792568.5283093,-41.62881088256836
1642792568.5353093,-41.62881088256836
1642792568.5423093,-41.62881088256836
1642792568.5493093,-41.62881088256836
1642792568.5573094,-41.62881088256836
1642792568.5643094,-41.62881088256836
1642792568.5713093,-41.62881088256836
1642792568.5783093,-41.62491226196289
1642792568.5843093,-41.62881088256836
1642792568.5913093,-41.62881088256836
1642792568.5993092,-41.626861572265625
1642792568.6063092,-41.62491226196289
1642792568.6133094,-41.62881088256836
1642792568.6203094,-41.62881088256836
1642792568.6273093,-41.62881088256836
1642792568.6343093,-41.62881088256836
1642792568.6423092,-41.62881088256836
1642792568.6483092,-41.62881088256836
1642792568.6553092,-41.626861572265625
1642792568.6623092,-41.62881088256836
1642792568.6693094,-41.62881088256836
1642792568.6763093,-41.62881088256836
1642792568.6843092,-41.62881088256836
1642792568.6983092,-41.62881088256836
1642792568.7053094,-41.62881088256836
1642792568.7123094,-41.62881088256836
1642792568.7183092,-41.62881088256836
1642792568.7263093,-41.62881088256836
1642792568.7333093,-41.62881088256836
1642792568.7473092,-41.62881088256836
1642792568.7543092,-41.62881088256836
1642792568.7613094,-41.62881088256836
1642792568.7693093,-41.62881088256836
1642792568.7763093,-41.622962951660156
1642792568.7823093,-41.62881088256836
1642792568.7963092,-41.626861572265625
1642792568.8033092,-41.62881088256836
1642792568.8113093,-41.62881088256836
1642792568.8183093,-41.62881088256836
1642792568.8253093,-41.62881088256836
1642792568.8323092,-41.62881088256836
1642792568.8393092,-41.62881088256836
1642792568.8463092,-41.62881088256836
1642792568.8533094,-41.62881088256836
1642792568.8603094,-41.62881088256836
1642792568.8673093,-41.62881088256836
1642792568.8743093,-41.62881088256836
1642792568.8813093,-41.626861572265625
1642792568.8883092,-41.62881088256836
1642792568.8963094,-41.62881088256836
1642792568.9033093,-41.626861572265625
